id;slope;cd_water;aspect;hill90;hill5;hill45;clc00;numpoints;target
1;4.9801;0.256047;9;254;0;195;312;0;0
2;3.3681;0.296268;2;254;0;187;312;0;0
3;3.86523;0.374666;2;254;0;186;312;0;0
4;5.56061;0.471633;2;253;0;191;312;0;0
5;9.5032;0.589352;10;251;0;204;312;0;0
6;13.163;0.825324;10;248;74;213;312;0;0
7;14.3603;1.14035;10;247;72;210;312;0;0
8;14.987;1.21515;2;246;67;207;312;1;1
9;8.27843;0.223761;10;252;0;198;312;0;0
10;7.31287;0.231716;9;252;0;200;312;0;0
11;8.14211;0.305981;8;252;55;201;312;0;0
12;1.70717;0.341621;6;254;17;177;312;0;0
13;7.87907;0.423261;6;252;0;155;312;0;0
14;9.84775;0.522286;6;251;0;155;312;0;0
15;9.21377;0.589007;6;251;0;161;312;0;0
16;9.74602;0.719804;7;251;15;173;312;0;0
17;9.5324;0.910361;7;251;17;174;324;0;0
18;8.12843;1.11455;6;252;6;167;324;0;0
19;7.48738;1.28607;6;252;0;162;324;0;0
20;8.673;0.273668;9;252;0;205;312;0;0
21;8.57103;0.311299;9;252;0;204;312;0;0
22;7.37001;0.363337;10;252;0;199;312;0;0
23;5.8721;0.377605;2;253;0;192;312;0;0
24;4.44935;0.358153;10;254;0;191;312;0;0
25;4.32195;0.409111;8;254;39;192;312;0;0
26;8.27973;0.467688;5;252;0;153;312;0;0
27;15.0962;0.734306;5;246;0;127;312;0;0
28;15.8729;0.62827;6;245;0;138;312;0;0
29;16.9343;0.711631;6;243;0;139;312;0;0
30;19.9986;0.922561;6;239;0;135;312;1;1
31;23.3989;1.22498;6;234;0;123;324;1;1
32;25.429;1.38405;6;230;0;112;324;0;0
33;25.9845;1.43824;6;229;0;107;324;0;0
34;2.93905;0;5;254;0;170;324;0;0
35;0.507134;0;5;254;0;178;312;0;0
36;0.472647;0;7;254;0;179;312;0;0
37;2.89209;0;7;254;22;180;312;0;0
38;6.70307;0;7;253;27;182;312;0;0
39;10.3888;0;7;250;27;181;312;0;0
40;11.6389;0.285918;7;249;13;171;312;0;0
41;12.7048;0.259194;7;248;7;165;322;0;0
42;12.375;0.226273;6;249;0;161;322;0;0
43;11.3246;0.186393;6;249;0;155;322;0;0
44;3.60837;0.075271;8;254;35;189;312;0;0
45;5.5643;0.174899;8;253;42;193;312;0;0
46;6.88747;0.298449;8;253;48;197;312;2;1
47;4.76615;0.381611;8;254;40;192;312;0;0
48;3.13892;0.447672;8;254;27;183;312;0;0
49;3.86737;0.486248;6;254;10;171;312;0;0
50;5.46437;0.495576;6;253;0;165;312;0;0
51;5.53361;0.463479;6;253;0;167;312;0;0
52;7.10966;0.531821;6;253;1;164;312;0;0
53;14.1256;0.743996;5;247;0;131;312;0;0
54;14.8192;0.512007;5;246;0;128;312;0;0
55;8.64128;0.26231;6;252;0;157;312;0;0
56;9.42779;0.298823;6;251;0;158;312;0;0
57;10.9006;0.372329;6;250;0;155;324;0;0
58;13.018;0.483816;6;248;0;149;324;0;0
59;14.3783;0.511161;6;247;0;144;324;0;0
60;14.7229;0.528044;6;246;0;143;324;0;0
61;1.17324;0;8;254;0;182;324;0;0
62;4.12704;0;9;254;0;192;312;0;0
63;4.54609;0.0801741;2;254;0;185;312;0;0
64;1.35547;0.0702538;3;254;0;178;312;0;0
65;4.6412;0.120065;7;254;17;176;312;0;0
66;9.1406;0.236746;7;251;13;171;312;0;0
67;10.9604;0.289192;7;250;0;167;312;0;0
68;11.757;0.22169;7;249;0;166;312;0;0
69;11.5044;0.21272;7;249;0;163;312;0;0
70;10.2712;0.18899;6;250;0;161;312;0;0
71;9.14497;0.145361;6;251;0;163;312;0;0
72;7.14115;0.135665;6;253;0;159;312;0;0
73;5.70224;0;6;253;0;165;324;0;0
74;4.58579;0;7;254;0;180;312;0;0
75;3.95956;0.0929584;7;254;24;181;312;0;0
76;6.19047;0.201682;7;253;22;179;312;0;0
77;8.94858;0.369902;7;251;22;178;312;0;0
78;8.57731;0.529468;6;252;2;164;312;0;0
79;10.7487;0.623773;6;250;0;153;312;0;0
80;12.5982;0.665454;6;248;0;145;312;1;1
81;12.8611;0.622693;6;248;0;145;312;0;0
82;12.366;0.617935;6;249;0;150;324;1;1
83;12.6896;0.572685;6;248;0;144;324;0;0
84;13.2761;0.437881;5;248;0;134;324;1;1
85;10.0301;0.26296;5;251;0;147;312;0;0
86;1.75847;0.130367;5;254;0;174;312;1;1
87;0.876512;0.15509;7;254;0;179;312;0;0
88;0.390768;0.200483;5;254;0;179;324;0;0
89;0.34113;0.263743;6;254;0;179;242;0;0
90;1.13387;0.254919;8;254;0;183;242;0;0
91;3.59076;0.25271;9;254;0;191;242;0;0
92;4.51809;0;5;254;0;166;313;0;0
93;5.78876;0;8;253;0;195;324;0;0
94;8.31038;0;9;252;58;204;312;0;0
95;8.84455;0;2;251;40;191;242;0;0
96;8.76159;0;3;252;0;180;242;0;0
97;3.28247;0.0892616;2;254;0;184;242;0;0
98;3.74515;0.130246;9;254;37;191;242;0;0
99;6.26595;0.12853;9;253;47;197;312;0;0
100;6.04836;0;9;253;48;197;312;0;0
101;5.73583;0;9;253;47;197;312;0;0
102;5.90013;0;9;253;48;197;312;0;0
103;3.03004;0;10;254;0;188;312;0;0
104;3.17297;0.110501;4;254;0;171;312;0;0
105;2.2567;0.14624;6;254;0;173;312;0;0
106;3.08318;0.148135;6;254;0;171;312;0;0
107;4.12825;0.0867421;5;254;0;167;211;0;0
108;3.55875;0;6;254;0;174;324;0;0
109;5.53949;0.0990653;7;253;0;179;312;0;0
110;5.74174;0.153555;6;253;10;171;312;1;1
111;7.92521;0.225951;6;252;3;165;312;0;0
112;11.5478;0.358343;6;249;0;160;312;0;0
113;12.8535;0.449126;6;248;0;149;312;0;0
114;12.7548;0.406858;6;248;0;146;312;1;1
115;11.9066;0.325245;6;249;0;147;312;0;0
116;10.8911;0.298105;6;250;0;151;312;0;0
117;10.8478;0.306157;6;250;0;154;211;0;0
118;10.5155;0.299831;6;250;0;151;324;0;0
119;8.47906;0.181965;5;252;0;153;211;0;0
120;5.12703;0.0863886;5;253;0;163;211;0;0
121;0.18976;0.0652565;6;254;0;180;211;0;0
122;3.00046;0.101624;9;254;0;189;312;0;0
123;4.16529;0.185474;10;254;0;190;242;0;0
124;4.72734;0.21968;2;254;0;189;242;0;0
125;5.64854;0.164024;9;253;0;196;242;0;0
126;9.5291;0.187867;9;251;63;207;242;0;0
127;1.19176;0;4;254;0;177;324;0;0
128;5.05848;0;9;254;0;194;313;0;0
129;9.35961;0;9;251;0;206;313;0;0
130;8.03494;0;9;252;56;202;312;0;0
131;3.8667;0.0814862;3;254;24;181;312;0;0
132;8.40308;0;4;252;7;168;312;0;0
133;4.65761;0;2;254;30;185;312;0;0
134;7.98951;0;9;252;56;203;242;0;0
135;10.264;0;9;250;67;209;312;0;0
136;8.65881;0.161821;9;252;59;204;312;0;0
137;8.7466;0;9;252;60;205;312;0;0
138;7.93879;0;9;252;56;202;312;0;0
139;5.60179;0;3;253;31;186;312;0;0
140;4.6485;0;3;254;20;178;231;0;0
141;3.38342;0;7;254;27;183;312;0;0
142;3.12869;0;6;254;10;172;312;0;0
143;4.98855;0.091295;5;254;0;164;312;0;0
144;2.90724;0.0734194;6;254;0;172;312;0;0
145;2.9845;0.0712356;5;254;0;171;312;0;0
146;2.70034;0.0686451;5;254;0;171;211;0;0
147;2.29569;0;7;254;0;178;324;0;0
148;3.87986;0.0755322;7;254;0;177;324;0;0
149;4.55613;0.0805694;6;254;0;171;312;0;0
150;5.11006;0.0851069;6;254;0;168;312;0;0
151;6.31727;0.138228;6;253;6;168;211;0;0
152;7.12067;0.188652;6;253;0;164;211;0;0
153;6.87487;0.151992;6;253;0;163;211;1;1
154;6.16312;0.0988955;6;253;0;164;211;0;0
155;5.66294;0.0991932;6;253;0;166;211;0;0
156;5.71683;0.107578;6;253;0;167;211;0;0
157;5.34352;0.111754;6;253;0;167;211;0;0
158;3.81683;0.0758822;6;254;0;170;312;0;0
159;1.48031;0;6;254;0;176;312;0;0
160;1.81194;0;8;254;0;185;211;0;0
161;8.2657;0;9;252;0;203;242;0;0
162;12.6659;0;9;248;73;212;242;0;0
163;13.7912;0;2;247;57;200;242;0;0
164;9.04871;0;2;251;49;197;242;0;0
165;6.97367;0;9;253;52;200;242;0;0
166;3.20982;0;8;254;0;187;324;0;0
167;7.22078;0;9;252;0;201;312;0;0
168;10.8224;0.191591;9;250;0;209;312;0;0
169;10.1921;0.175595;9;251;64;207;313;0;0
170;4.66672;0;9;254;42;194;324;0;0
171;2.95352;0;4;254;12;173;312;0;0
172;6.23696;0.103202;4;253;0;167;312;0;0
173;4.54263;0;10;254;40;192;312;0;0
174;10.0388;0;9;251;66;209;242;0;0
175;10.4995;0.255198;9;250;67;210;312;0;0
176;7.37258;0.231818;10;252;52;200;312;0;0
177;5.70871;0.144664;9;253;47;197;312;0;0
178;2.88015;0.0806004;9;254;34;188;312;0;0
179;2.78813;0.0848503;4;254;14;174;312;0;0
180;4.43134;0;4;254;12;172;312;0;0
181;4.90943;0.0833829;4;254;8;169;312;0;0
182;0.747366;0;5;254;18;177;312;0;0
183;1.92679;0;7;254;20;179;312;0;0
184;4.1929;0.0796959;5;254;4;167;312;0;0
185;4.2511;0.0818311;5;254;0;166;312;0;0
186;2.41407;0;6;254;14;174;211;0;0
187;1.60093;0;5;254;0;175;211;0;0
188;0.841345;0;4;254;0;178;211;0;0
189;0.535255;0;8;254;0;181;211;0;0
190;1.01202;0;7;254;0;180;211;0;0
191;0.971233;0;7;254;0;179;211;0;0
192;0.263661;0;7;254;0;180;211;0;0
193;0.310198;0.0632838;8;254;23;181;211;0;0
194;0.399362;0.080929;8;254;23;181;211;0;0
195;0.88923;0.066435;9;254;26;183;312;0;0
196;2.13232;0;9;254;0;186;312;0;0
197;3.37033;0;10;254;0;188;211;0;0
198;4.49501;0;10;254;0;191;211;1;1
199;5.38401;0;10;253;0;192;211;0;0
200;6.48319;0;10;253;0;196;211;0;0
201;8.98248;0;10;251;0;202;312;0;0
202;11.9356;0;10;249;0;209;312;0;0
203;17.7979;0.422342;9;242;0;226;312;0;0
204;16.8225;0;9;244;91;222;312;0;0
205;13.2212;0;3;248;35;185;312;0;0
206;8.29293;0.198253;3;252;15;173;312;0;0
207;1.85498;0.107707;7;254;20;179;312;0;0
208;5.26673;0;8;253;0;188;312;0;0
209;6.82173;0;8;253;0;198;312;0;0
210;9.07576;0.177971;9;251;0;204;312;0;0
211;10.6353;0.300136;9;250;68;210;324;0;0
212;7.68369;0.188659;10;252;50;198;324;0;0
213;4.89005;0.101007;3;254;27;183;324;0;0
214;4.5551;0.0866523;4;254;13;173;324;0;0
215;3.97222;0.0804517;3;254;0;175;312;0;0
216;5.03521;0;9;254;44;195;242;0;0
217;9.90846;0.173432;9;251;63;207;312;0;0
218;8.29159;0.172024;9;252;58;204;312;0;0
219;4.31226;0.152964;10;254;36;190;312;0;0
220;0.623215;0.0746023;2;254;23;181;312;0;0
221;3.78931;0;6;254;8;170;312;0;0
222;5.01605;0.0954746;6;254;0;165;312;0;0
223;3.78207;0;5;254;5;167;312;0;0
224;5.57085;0;4;253;0;164;312;0;0
225;0.76922;0;5;254;18;177;312;0;0
226;0.656826;0.0634514;6;254;19;178;312;0;0
227;3.82545;0.109014;4;254;6;168;312;0;0
228;1.92869;0.0660196;5;254;13;174;312;0;0
229;1.09414;0;7;254;20;179;312;0;0
230;0.796055;0;8;254;25;182;312;0;0
231;1.56726;0;10;254;27;184;312;0;0
232;2.15061;0;10;254;29;185;312;0;0
233;2.44385;0;10;254;31;186;312;0;0
234;3.49194;0.0729752;9;254;0;190;243;0;0
235;4.11935;0;10;254;37;190;312;0;0
236;4.23638;0;10;254;35;189;312;0;0
237;4.6381;0;10;254;38;191;211;0;0
238;6.84143;0;9;253;50;198;211;0;0
239;9.64344;0;10;251;60;205;312;0;0
240;12.0036;0;10;249;65;207;312;0;0
241;14.1962;0.267231;10;247;72;210;312;0;0
242;15.8106;0.321632;10;245;75;211;312;0;0
243;17.445;0.385878;10;243;82;215;312;0;0
244;20.731;0.542988;10;238;100;224;312;0;0
245;24.265;0.755408;10;232;111;228;312;0;0
246;24.4073;1.0778;9;232;117;233;312;0;0
247;13.5316;0.498765;10;247;66;207;312;0;0
248;14.5886;0.423457;4;246;0;147;312;0;0
249;10.9876;0.356227;4;250;0;147;312;0;0
250;3.80987;0.184476;5;254;0;168;242;0;0
251;6.38198;0.0986476;6;253;0;160;324;0;0
252;0.81449;0;6;254;0;178;324;0;0
253;9.69917;0.148579;8;251;0;205;312;0;0
254;9.1661;0.179523;9;251;0;206;312;0;0
255;8.07777;0.222768;9;252;0;202;312;0;0
256;9.63946;0.183546;8;251;54;200;324;0;0
257;0.999837;0.128506;9;254;26;183;324;0;0
258;5.01441;0.105388;4;254;8;170;312;0;0
259;5.03917;0;4;254;7;168;312;0;0
260;2.57395;0;4;254;14;174;324;1;1
261;4.21618;0;8;254;35;189;312;0;0
262;10.7562;0;8;250;58;203;312;0;0
263;7.3422;0;8;252;51;200;312;0;0
264;3.56581;0.12056;2;254;31;186;312;0;0
265;4.66445;0.0999744;3;254;18;177;312;0;0
266;4.77392;0;4;254;5;167;312;0;0
267;3.86315;0;5;254;0;168;312;0;0
268;4.29133;0.0894035;6;254;5;168;312;0;0
269;5.33912;0.0919727;5;253;0;162;312;0;0
270;2.58911;0;6;254;0;173;312;0;0
271;2.85853;0.0739052;6;254;11;172;312;0;0
272;4.05076;0.142738;5;254;0;167;312;0;0
273;1.43504;0.0653217;5;254;16;175;312;0;0
274;1.41886;0;7;254;23;181;243;0;0
275;2.44797;0.0675282;8;254;31;186;312;0;0
276;2.64692;0.0695521;9;254;33;188;243;0;0
277;3.58648;0.0762505;10;254;35;189;243;0;0
278;4.9927;0.088116;10;254;41;193;312;0;0
279;7.27514;0.161072;9;252;52;200;312;0;0
280;9.09638;0.151335;10;251;56;202;312;0;0
281;10.3958;0.176132;10;250;55;201;312;0;0
282;12.2799;0.219931;10;249;66;208;312;0;0
283;16.03;0.344742;10;245;85;218;312;0;0
284;18.2466;0.461142;10;242;91;221;312;0;0
285;19.4741;0.554267;10;240;92;220;312;0;0
286;21.0395;0.870475;10;238;96;222;312;0;0
287;22.8471;1.11521;10;235;100;222;312;0;0
288;24.5278;1.30885;10;232;106;224;312;0;0
289;25.9803;1.65811;10;229;119;232;312;0;0
290;26.5348;2.05267;10;228;121;233;312;0;0
291;24.2472;1.62074;10;232;107;226;312;0;0
292;20.1233;1.11508;3;239;28;174;312;0;0
293;23.681;1.04276;4;233;0;121;312;0;0
294;11.0963;0.332862;4;250;0;148;242;0;0
295;3.73496;0.081472;6;254;0;173;324;0;0
296;3.12072;0;8;254;0;186;324;0;0
297;6.60818;0;9;253;51;199;312;0;0
298;11.7539;0.228159;9;249;72;212;312;0;0
299;9.79105;0.274078;9;251;64;207;312;0;0
300;3.92857;0.111727;9;254;39;192;324;0;0
301;6.46619;0;7;253;31;185;324;0;0
302;5.62522;0.117388;7;253;12;172;312;0;0
303;5.66282;0;5;253;0;161;312;1;1
304;5.28186;0;5;253;0;163;312;0;0
305;3.49086;0.0772941;5;254;6;169;312;0;0
306;4.64449;0;7;254;26;183;312;0;0
307;11.6074;0;8;249;45;193;312;0;0
308;8.34408;0;7;252;31;185;312;0;0
309;3.06486;0.132376;7;254;17;176;312;0;0
310;4.2476;0.130919;4;254;6;169;312;0;0
311;7.74377;0;4;252;0;159;312;0;0
312;3.89727;0;5;254;5;167;312;0;0
313;3.66961;0.0774056;6;254;7;169;312;0;0
314;3.94742;0.0776668;5;254;0;167;312;0;0
315;2.71566;0;5;254;0;172;312;1;1
316;3.19176;0.0724333;6;254;9;171;312;0;0
317;2.85478;0.0696928;5;254;0;171;312;0;0
318;1.03062;0.0637235;6;254;18;177;243;0;0
319;1.79536;0;8;254;25;182;243;0;0
320;3.3125;0.0735065;8;254;31;186;312;0;0
321;3.53945;0.147462;8;254;34;188;312;0;0
322;5.29161;0.17304;9;253;45;196;312;0;0
323;8.6136;0.238557;9;252;58;203;312;0;0
324;11.2128;0.369766;9;250;68;210;312;0;0
325;11.5676;0.411889;10;249;67;208;312;0;0
326;11.2756;0.454271;10;250;59;203;312;0;0
327;11.5317;0.544228;10;249;67;208;312;0;0
328;11.6868;0.6834;9;249;72;212;312;0;0
329;9.30751;0.88501;9;251;62;206;312;0;0
330;7.93219;1.03178;9;252;56;203;312;0;0
331;7.64259;1.20255;9;252;55;202;312;0;0
332;8.10748;1.37594;9;252;57;203;312;0;0
333;8.10735;1.55617;9;252;57;203;312;0;0
334;9.24515;1.75496;9;251;62;206;312;0;0
335;8.61741;1.88672;8;252;56;202;312;0;0
336;2.50326;1.75263;8;254;32;187;333;0;0
337;20.6207;1.96434;4;238;0;122;333;0;0
338;1.67423;0;7;254;23;181;324;0;0
339;4.93304;0;9;254;43;194;324;0;0
340;9.27973;0;9;251;62;207;312;0;0
341;10.4734;0.201128;9;250;68;210;312;0;0
342;9.97044;0.270674;9;251;65;208;312;0;0
343;8.14245;0.200644;9;252;56;202;312;0;0
344;2.27772;0.0749017;3;254;22;180;242;1;1
345;3.2849;0;6;254;9;171;242;0;0
346;7.11817;0.115873;7;253;13;172;312;0;0
347;5.5386;0;5;253;0;162;312;0;0
348;5.98266;0;5;253;0;160;312;0;0
349;3.76446;0;5;254;0;168;312;0;0
350;4.40039;0;7;254;26;182;312;0;0
351;9.18388;0.154978;7;251;28;182;312;0;0
352;11.1684;0.239596;7;250;11;169;312;0;0
353;10.0843;0;7;251;0;165;312;0;0
354;7.48514;0.175325;6;252;0;157;312;0;0
355;8.37643;0;5;252;0;152;312;0;0
356;4.54561;0;5;254;0;165;312;0;0
357;2.32402;0;5;254;12;173;312;0;0
358;1.83933;0;5;254;14;174;142;0;0
359;1.88293;0;5;254;14;174;142;0;0
360;1.64298;0;5;254;15;175;312;0;0
361;1.12557;0;5;254;17;177;243;0;0
362;0.687322;0;7;254;21;180;312;0;0
363;1.78794;0;8;254;26;183;312;0;0
364;2.84676;0.0710294;7;254;26;183;312;0;0
365;5.62029;0.166991;8;253;37;190;231;0;0
366;9.69051;0.342066;8;251;61;205;312;0;0
367;11.8751;0.479206;9;249;73;213;312;0;0
368;11.3521;0.589023;9;250;68;210;312;0;0
369;7.77683;0.651551;10;252;51;199;312;0;0
370;4.62578;0.651583;2;254;36;189;312;0;0
371;1.18131;0.67449;9;254;27;183;312;0;0
372;5.85541;0.717074;6;253;9;170;333;0;0
373;11.6759;0.788905;6;249;0;156;333;0;0
374;14.9262;0.910277;6;246;0;149;333;0;0
375;17.1817;1.03873;6;243;0;143;333;0;0
376;19.2282;1.22161;6;240;0;140;333;0;0
377;20.2557;1.37824;6;239;0;135;333;0;0
378;21.6058;1.54356;6;237;0;134;333;0;0
379;23.4263;1.80162;6;234;0;127;333;0;0
380;24.4628;1.8693;6;232;0;113;333;0;0
381;25.9188;1.68525;5;229;0;83;312;0;0
382;1.75922;0;7;254;24;181;312;0;0
383;5.55419;0;9;253;45;196;324;0;0
384;10.2797;0;9;250;66;209;312;0;0
385;9.78238;0;9;251;65;208;312;0;0
386;9.86142;0.238098;9;251;65;208;312;0;0
387;7.78937;0.358577;9;252;56;203;312;0;0
388;5.91611;0.211611;9;253;47;197;312;1;1
389;4.8476;0.128557;4;254;7;168;242;0;0
390;7.50916;0;5;252;0;155;242;0;0
391;7.19566;0;7;252;15;174;312;0;0
392;5.18947;0;6;253;3;166;312;0;0
393;5.92395;0.0998072;5;253;0;160;312;0;0
394;2.9748;0;6;254;0;172;312;0;0
395;4.39654;0;7;254;29;184;312;0;0
396;4.19077;0.0931068;7;254;21;179;312;0;0
397;7.13563;0.186734;7;253;14;173;312;0;0
398;8.95453;0.161563;7;251;14;172;312;0;0
399;6.89412;0.185291;6;253;0;162;312;2;1
400;6.0548;0.103862;5;253;0;160;312;1;1
401;3.44728;0;5;254;0;169;142;0;0
402;2.11113;0.069253;5;254;13;173;142;0;0
403;2.10451;0.0681406;6;254;13;174;142;0;0
404;1.89844;0.0676168;5;254;13;174;142;0;0
405;1.11773;0.06376;5;254;17;177;142;0;0
406;0.432919;0;5;254;20;179;243;0;0
407;0.753489;0;7;254;23;180;312;0;0
408;2.00925;0.0659187;8;254;28;184;312;0;0
409;1.76151;0.0947008;8;254;27;184;231;0;0
410;7.38971;0.207875;8;252;47;196;231;0;0
411;15.0959;0.531963;8;246;78;214;312;0;0
412;12.9108;0.769746;9;248;77;215;312;0;0
413;4.74404;0.778329;10;254;38;191;312;0;0
414;3.2108;0.708494;5;254;8;170;312;0;0
415;6.09768;0.647552;5;253;0;161;324;1;1
416;9.85869;0.522534;5;251;0;148;324;0;0
417;12.6178;0.477502;6;248;0;141;324;0;0
418;13.7532;0.424801;6;247;0;144;324;0;0
419;14.761;0.436033;6;246;0;145;242;1;1
420;15.8229;0.463749;6;245;0;143;324;0;0
421;17.3291;0.526824;6;243;0;141;324;1;1
422;18.4746;0.604787;6;241;0;139;324;0;0
423;19.5666;0.675413;6;240;0;136;324;0;0
424;20.7188;0.809311;6;238;0;130;324;0;0
425;20.63;0.832442;6;238;0;126;324;0;0
426;17.703;0.691602;5;242;0;119;242;0;0
427;11.6868;0.511058;5;249;0;142;242;0;0
428;0.386673;0;6;254;0;179;312;0;0
429;3.92952;0;8;254;38;191;312;0;0
430;10.0063;0;9;251;63;207;312;0;0
431;9.0692;0.160705;9;251;60;205;312;0;0
432;5.28074;0;8;253;43;194;312;0;0
433;7.55103;0.137047;8;252;46;196;324;0;0
434;5.22673;0.273577;8;253;40;192;324;0;0
435;3.13229;0.255922;8;254;34;188;324;1;1
436;8.25815;0.245813;4;252;0;158;242;0;0
437;9.69422;0.174292;4;251;0;150;242;0;0
438;5.53692;0;7;253;0;179;242;0;0
439;3.37193;0;6;254;13;174;312;0;0
440;4.48526;0.0816717;5;254;0;165;242;0;0
441;1.8262;0;7;254;0;178;242;0;0
442;4.47835;0.0816162;8;254;31;186;312;0;0
443;1.94667;0.0687511;7;254;20;178;312;0;0
444;2.97238;0.0723079;7;254;20;178;312;0;0
445;5.5641;0;7;253;22;179;312;1;1
446;4.40998;0.105323;6;254;9;170;312;0;0
447;3.34165;0.0753344;5;254;0;170;312;0;0
448;2.30652;0;5;254;0;172;312;0;0
449;2.18328;0;5;254;0;173;142;0;0
450;1.95541;0.0658227;6;254;14;174;142;0;0
451;1.41259;0.0911495;6;254;16;176;231;0;0
452;0.562124;0.089494;5;254;19;178;231;0;0
453;0.476853;0.0632622;4;254;20;179;231;0;0
454;0.586432;0;7;254;23;181;243;0;0
455;3.38918;0.0720752;8;254;34;188;312;0;0
456;3.18597;0.151748;9;254;36;190;231;0;0
457;7.89945;0.265041;8;252;52;200;231;0;0
458;16.8346;0.64973;8;244;77;212;312;0;0
459;9.82388;0.708247;8;251;50;198;312;2;1
460;8.15583;0.765189;5;252;0;152;312;1;1
461;11.892;0.630758;5;249;0;139;312;0;0
462;11.7881;0.427416;6;249;0;143;312;0;0
463;12.6302;0.304558;5;248;0;138;242;1;1
464;10.4565;0.167629;6;250;0;147;242;1;1
465;8.27839;0.124804;6;252;0;159;242;0;0
466;7.69172;0.117285;6;252;0;164;242;0;0
467;7.55708;0.115757;6;252;0;165;324;0;0
468;8.1293;0.122431;6;252;0;165;242;0;0
469;9.22308;0.143054;6;251;0;165;242;0;0
470;10.0023;0.15947;6;251;0;162;242;0;0
471;10.4937;0.239008;6;250;0;160;242;0;0
472;9.07915;0.291846;7;251;0;168;242;1;1
473;2.50504;0.329069;6;254;0;175;242;3;1
474;5.72278;0.424564;1;253;0;192;312;0;0
475;1.07722;0;5;254;0;176;324;0;0
476;2.75929;0;9;254;34;188;312;0;0
477;5.78514;0;9;253;47;197;312;0;0
478;10.0205;0.182944;8;251;59;203;312;0;0
479;4.63276;0.147542;8;254;33;188;312;0;0
480;4.50104;0.103247;7;254;21;179;324;0;0
481;7.98197;0.202658;7;252;27;182;312;0;0
482;7.99375;0.335618;7;252;26;181;324;0;0
483;4.97583;0.347121;7;254;24;181;324;0;0
484;9.98705;0.404764;4;251;0;151;324;0;0
485;9.76994;0.164538;4;251;0;152;242;0;0
486;4.28187;0;8;254;0;185;242;0;0
487;2.01647;0.0745055;7;254;21;179;312;0;0
488;3.27497;0.0723153;4;254;9;170;312;0;0
489;1.37596;0;7;254;24;181;242;0;0
490;3.56608;0.0740464;8;254;28;184;312;0;0
491;2.19041;0;7;254;19;178;242;0;0
492;2.01104;0;7;254;22;180;312;0;0
493;3.072;0;7;254;24;181;312;0;0
494;2.46281;0.0744547;6;254;17;177;242;0;0
495;1.76719;0.0970986;6;254;16;176;312;1;1
496;1.82846;0.0676073;5;254;14;174;312;0;0
497;1.94733;0;5;254;13;174;231;0;0
498;0.845118;0;5;254;0;177;231;0;0
499;0.598031;0.0632962;6;254;20;179;231;0;0
500;0.567271;0.0632839;6;254;20;179;312;0;0
501;0.365871;0;5;254;20;179;312;1;1
502;0.56919;0;8;254;24;181;243;0;0
503;5.37063;0.0875989;8;253;41;193;243;0;0
504;4.55705;0.192174;9;254;42;193;312;0;0
505;5.95528;0.294956;8;253;46;196;231;0;0
506;14.027;0.515313;8;247;57;200;231;1;1
507;9.58832;0.474397;7;251;10;169;312;0;0
508;15.0847;0.573023;5;246;0;127;312;0;0
509;12.7681;0.379776;5;248;0;137;312;1;1
510;8.78753;0.259389;6;252;0;153;312;0;0
511;6.52955;0.105018;5;253;0;158;242;0;0
512;2.60485;0;5;254;0;172;242;0;0
513;1.0658;0;7;254;0;179;242;0;0
514;1.70901;0;8;254;0;183;242;1;1
515;1.85197;0;8;254;0;184;242;0;0
516;1.00065;0;8;254;0;182;242;0;0
517;2.18869;0;7;254;0;182;242;0;0
518;2.74719;0;7;254;0;178;242;1;1
519;4.18889;0.0775165;7;254;0;178;242;0;0
520;7.58607;0.161554;8;252;0;190;312;0;0
521;9.61541;0.35928;9;251;0;206;312;0;0
522;13.0495;0.647562;9;248;0;215;312;0;0
523;15.7464;0.881533;9;245;0;219;312;0;0
524;2.16117;0;5;254;0;173;324;0;0
525;3.42227;0;9;254;0;190;312;0;0
526;4.17542;0;9;254;0;192;321;0;0
527;3.62039;0.0874777;9;254;37;190;321;0;0
528;7.26031;0.134275;8;252;38;190;321;0;0
529;4.32589;0.082876;7;254;19;177;321;3;1
530;4.29513;0.0794003;7;254;0;177;312;0;0
531;6.55946;0.113049;7;253;25;181;312;0;0
532;8.29015;0.193747;7;252;26;181;312;0;0
533;7.6542;0.32325;7;252;13;172;324;0;0
534;10.4927;0.347492;5;250;0;144;324;0;0
535;8.10622;0.133177;4;252;0;154;324;0;0
536;3.81181;0;7;254;0;183;242;0;0
537;2.89228;0.0724609;7;254;18;177;312;0;0
538;2.82001;0.0690137;5;254;9;171;324;0;0
539;1.96033;0;8;254;25;182;242;0;0
540;2.33014;0;8;254;27;184;242;0;0
541;1.82738;0;8;254;26;183;242;0;0
542;1.91773;0.067515;8;254;28;184;312;0;0
543;1.38743;0.0712292;8;254;26;183;312;0;0
544;1.14085;0.100142;7;254;23;180;242;0;0
545;0.978182;0.159767;6;254;19;178;242;0;0
546;1.59963;0.0947751;5;254;15;175;242;0;0
547;1.63994;0.0648281;5;254;14;175;312;0;0
548;0.65982;0;6;254;20;178;312;0;0
549;0.350379;0;7;254;21;180;312;0;0
550;0.331697;0.0632613;7;254;22;180;312;0;0
551;0.419333;0;9;254;24;181;312;0;0
552;0.943205;0.0635436;9;254;26;183;243;0;0
553;5.30553;0.122988;8;253;37;190;312;0;0
554;4.96567;0.230439;8;254;35;189;312;0;0
555;3.99462;0.193853;8;254;34;188;312;0;0
